type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,378,,HECF-M-0686,ASSIEME STAFFA CHIUSURA INFERIORE CENTRALE,ASSIEME STAFFA CHIUSURA INFERIORE
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HECW-A-0070,GUARNIZIONE CRISTALLO CABINA 174x2 IN GOMMA NEOPRENICA 70 ±5 SHORE,GUARNIZIONE CRISTALLO CABINA 174x2
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HECW-A-0087,GUARNIZIONE CRISTALLO CABINA 10x2 L=104 IN GOMMA NEOPRENICA 70 ±5 SHORE,GUARNIZIONE CRISTALLO CABINA 10x2 L=104
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HECW-A-0087,GUARNIZIONE CRISTALLO CABINA 10x2 L=174 IN GOMMA NEOPRENICA 70 ±5 SHORE,GUARNIZIONE CRISTALLO CABINA 10x2 L=174
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0155,GUARNIZIONE INTUMESCENTE 40x2 L=124 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 40x2 L=124
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0155,GUARNIZIONE INTUMESCENTE 40x2 L=190 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 40x2 L=190
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,721/040,,KIT CATENACCI (CISA COD. 1.07063.71.0 A9806621400UQ REV. B),KIT CATENACCI (CISA COD. 1.07063.71.0 -
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0155,GUARNIZIONE INTUMESCENTE 40x2 L=68 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 40x2 L=68
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0155,GUARNIZIONE INTUMESCENTE 40x2 L=68 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 40x2 L=68
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0155,GUARNIZIONE INTUMESCENTE 40x2 L=8 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 40x2 L=8
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0146,"GUARNIZIONE INTUMESCENTE 25x2 L=468,5 (SIX ITALIA COD. SIX FIRE 102)","GUARNIZIONE INTUMESCENTE 25x2 L=468,5"
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0146,GUARNIZIONE INTUMESCENTE 25x2 L=429 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 25x2 L=429
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0146,"GUARNIZIONE INTUMESCENTE 25x2 L=420,5 (SIX ITALIA COD. SIX FIRE 102)","GUARNIZIONE INTUMESCENTE 25x2 L=420,5"
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,386,,HMUW-A-0147,GUARNIZIONE INTUMESCENTE 8x2 L=50 ITALIA COD. SIX FIRE 102),GUARNIZIONE INTUMESCENTE 8x2 L=50
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,424,,019183DA01,"SCALETTA DI EMERGENZA IN CORDA H=2,5 (S.T.P. DIS. SD 0 12)","SCALETTA DI EMERGENZA IN CORDA H=2,5"
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,426,,019183DA01,"SCALETTA DI EMERGENZA IN CORDA H=2,5 (S.T.P. DIS. SD 0 12)","SCALETTA DI EMERGENZA IN CORDA H=2,5"
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,448,,019183DA01,"SCALETTA DI EMERGENZA IN CORDA H=2,5 (S.T.P. DIS. SD 0 12)","SCALETTA DI EMERGENZA IN CORDA H=2,5"
desc_diff,HTR412-HTR312-CPR-2.05.1276_Struttura cassa (ed. 03-2024)-compressed.pdf,450,,019183DA01,"SCALETTA DI EMERGENZA IN CORDA H=2,5 (S.T.P. DIS. SD 0 12)","SCALETTA DI EMERGENZA IN CORDA H=2,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,30,,,11000005296),
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,32,,,11000005294),
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,38,,,,DIS. BT2-8700 AE)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,42,,,,DIS. BT2-8700 AE)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,44,,,,DIS. PAN-TAP-066-043-056-004)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,44,,,"RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5 25201","RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,44,,,"RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,44,721/512,00063828EB01,TAPPO IN GOMMA EPDM E 70N01 (PANTECNICA DIS. PAN-TAP-066-043-056-004),TAPPO IN GOMMA EPDM E 70N01 (PANTECNICA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,46,,,"RONDELLA DI BLOCCAGGIO A CUNEO 6,5x10,8 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 6,5x10,8"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,46,725/039,00071584ED04,APPOGGIO ELASTICO SOSPENSIONE (PANTECNICA DIS. PAN-00071584ED04-001),APPOGGIO ELASTICO SOSPENSIONE
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,48,,,040317ED02-004-6),25201
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,48,720/512,00055232ED02,TAMPONE ELASTICO LATERALE (PANTECNICA DIS. PAN-55232ED02-002),TAMPONE ELASTICO LATERALE (PANTECNICA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,48,,,"RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5 25201","RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,48,,,"RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4 25201","RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,56,,,,25201
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,56,725/047,041210EF01,PENDINO BARRA ANTIROLLIO (ZF DIS. 053 800),PENDINO BARRA ANTIROLLIO (ZF DIS. 053
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,56,,,"RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4 25201","RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,58,725/049,00070568EF01,ELEMENTO ELASTICO (PANTECNICA DIS. 00070568EF01-001),ELEMENTO ELASTICO (PANTECNICA DIS.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,58,,,"RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,,,,54341EA01-003)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,,,,54341EA01-003)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,,,"RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4 25201","RONDELLA DI BLOCCAGGIO A CUNEO 17x25,4"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,,,"RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,720/547,00054371ED03,ELEMENTO ELASTICO (PANTECNICA DIS. 54371ED03-005),ELEMENTO ELASTICO (PANTECNICA DIS.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,60,720/546,00054341EA01,SNODO ELASTICO (PANTECNICA DIS. PAN54341EA01-003),SNODO ELASTICO (PANTECNICA DIS. PAN-
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,62,,,,4050.600.039.INS001)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,62,,,"RONDELLA DI BLOCCAGGIO A CUNEO 25,3x39 25201","RONDELLA DI BLOCCAGGIO A CUNEO 25,3x39"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,64,,,,(POLYKAP COD. 90260700M2000)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,64,,,COD. 23 270 0330839),(POLYKAP COD. 90260700M2000)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,64,,,TAPPO FILETTATO GIALLO GPN 700 M20 (POLYKAP COD. 90260700M2000),TAPPO FILETTATO GIALLO GPN 700 M20
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,78,,,COD. 9111 5731 0719 0839),
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,,,,COD. 23 270 0330839)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,,,,COD. 23 270 0330839)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,,,,COD. 23 270 0330839)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,,,,COD. 23 270 0330839)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,721/100,0501.223.129,SEMIGIUNTO DENTATO LATO RIDUTTORE COD. 23 270 0320719),SEMIGIUNTO DENTATO LATO RIDUTTORE
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,80,721/101,0501.223.128,SEMIGIUNTO DENTATO LATO MOTORE (KWD COD. 23 270 0330839),SEMIGIUNTO DENTATO LATO MOTORE (KWD
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,92,,,,C112595/33121)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,92,721/277,HW00028699-00,PASTIGLIA FRENO (KNORR-BREMSE COD. C112595/33121),PASTIGLIA FRENO (KNORR-BREMSE COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,94,,,(MORGAN DIS. DM07567),"LARGA 10,7x21 DIN 25201"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,94,,,(MORGAN DIS. DM07568),"LARGA 10,7x21 DIN 25201"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,94,,,"RONDELLA DI BLOCCAGGIO A CUNEO FASCIA LARGA 10,7x21 DIN 25201",RONDELLA DI BLOCCAGGIO A CUNEO FASCIA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,104,,,"RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,104,721/538,,RACCORDO SDS-t Ø15 1/2''G (PARKER COD. GE15LR1/2KEG),RACCORDO SDS-t Ø15 1/2''G (PARKER COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,106,,,"RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,106,721/538,,RACCORDO SDS-t Ø15 1/2''G (PARKER COD. GE15LR1/2KEG),RACCORDO SDS-t Ø15 1/2''G (PARKER COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,108,721/519,,RACCORDO COMPLETO SDS-t Ø12 1/2''G COD. GE12LR1/2KEG),RACCORDO COMPLETO SDS-t Ø12 1/2''G
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,108,721/524,,RACCORDO DI RIDUZIONE COMPLETO RDSWOSWOS L12xL8,RACCORDO DI RIDUZIONE COMPLETO
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,108,,,RACCORDO SDS-t Ø12 1/2''G (PARKER COD. GE12LR1/2KEG),RACCORDO SDS-t Ø12 1/2''G (PARKER COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,108,721/527,,RACCORDO A GOMITO CON DADO GIREVOLE SWOE L12,RACCORDO A GOMITO CON DADO GIREVOLE
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,108,721/528,,RACCORDO DI ESTREMITÀ CON DADO GIREVOLE L12xG1/4 A-E,RACCORDO DI ESTREMITÀ CON DADO GIREVOLE
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B115,RACCORDO RINFORZATO A ''Y'' (TEAFLEX 8BY292323),RACCORDO RINFORZATO A ''Y'' (TEAFLEX
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B114,RACCORDO RINFORZATO A ''Y'' (TEAFLEX 8BY231717),RACCORDO RINFORZATO A ''Y'' (TEAFLEX
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B113,RACCORDO RINFORZATO A ''Y'' (TEAFLEX 8BY171212),RACCORDO RINFORZATO A ''Y'' (TEAFLEX
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B192,"RACCORDO RINFORZATO DIRITTO M32x1,5 (TEAFLEX COD. M8BSM29M32)","RACCORDO RINFORZATO DIRITTO M32x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B184,"RACCORDO RINFORZATO DIRITTO M20x1,5 (TEAFLEX COD. M8BSM17M20)","RACCORDO RINFORZATO DIRITTO M20x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B182,"RACCORDO RINFORZATO DIRITTO M20x1,5 (TEAFLEX COD. M8BSM12M20)","RACCORDO RINFORZATO DIRITTO M20x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B156,"GUARNIZIONE DI TENUTA M32x1,5 (TEAFLEX GMA32)","GUARNIZIONE DI TENUTA M32x1,5 (TEAFLEX"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,106/380,211VJ01592B153,"GUARNIZIONE DI TENUTA M20x1,5 (TEAFLEX GAM24)","GUARNIZIONE DI TENUTA M20x1,5 (TEAFLEX"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01591B04,GUAINA CORRUGATA NW17 (TEAFLEX COD. RLTPF17B),GUAINA CORRUGATA NW17 (TEAFLEX COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,EC03P013466B13,CUSTODIA VOLANTE TAGLIA 3A (HARTING 19 40 703 0410),CUSTODIA VOLANTE TAGLIA 3A (HARTING
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,EC03P013466B11,INSERTO MASCHIO HAN 7D-M (HARTING 21 007 3022),INSERTO MASCHIO HAN 7D-M (HARTING
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,559/198,EC03N000149B339,INSERTO FEMMINA HAN 8D (HARTING COD. 008 3101),INSERTO FEMMINA HAN 8D (HARTING COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,112,,211VJ01592B55,"RACCORDO RINFORZATO A GOMITO M20x1,5 (TEAFLEX COD. M8BBN17M20)","RACCORDO RINFORZATO A GOMITO M20x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01592B188,"RACCORDO RINFORZATO DIRITTO M25x1,5 (TEAFLEX COD. M8BSM23M25)","RACCORDO RINFORZATO DIRITTO M25x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01592B154,"GUARNIZIONE DI TENUTA M25x1,5 (TEAFLEX GMA25)","GUARNIZIONE DI TENUTA M25x1,5 (TEAFLEX"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01591B05,GUAINA CORRUGATA NW23 (TEAFLEX COD. RLTPC23B),GUAINA CORRUGATA NW23 (TEAFLEX COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01592B114,RACCORDO RINFORZATO A ''Y'' (TEAFLEX 8BY231717),RACCORDO RINFORZATO A ''Y'' (TEAFLEX
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01591B04,GUAINA CORRUGATA NW17 (TEAFLEX COD. RLTPF17B),GUAINA CORRUGATA NW17 (TEAFLEX COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01592B184,"RACCORDO RINFORZATO DIRITTO M20x1,5 (TEAFLEX COD. M8BSM17M20)","RACCORDO RINFORZATO DIRITTO M20x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,106/380,211VJ01592B153,"GUARNIZIONE DI TENUTA M20x1,5 (TEAFLEX GAM24)","GUARNIZIONE DI TENUTA M20x1,5 (TEAFLEX"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,EC03P013466B10,CUSTODIA FISSA TAGLIA 3A (HARTING COD. 703 0950),CUSTODIA FISSA TAGLIA 3A (HARTING COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,564/444,EC03P013466B06,INSERTO FEMMINA HAN Q 7/0 (HARTING 12 007 3101),INSERTO FEMMINA HAN Q 7/0 (HARTING
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,,211VJ01592B59,"RACCORDO RINFORZATO A GOMITO M25x1,5 (TEAFLEX COD. M8BBN23M25)","RACCORDO RINFORZATO A GOMITO M25x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,114,559/198,EC03N000149B339,INSERTO FEMMINA HAN 8D (HARTING COD. 008 3101),INSERTO FEMMINA HAN 8D (HARTING COD.
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,116,,,TERRA (SKF DIS. KRM 432970-103),STN31451-045071U)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,116,,,,STN31451-045071U)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,116,,N69837,GENERATORE DI IMPULSI (KNORR-BREMSE STN31451-045071U),GENERATORE DI IMPULSI (KNORR-BREMSE
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,122,,,,"LARGA 8,7x16,6 DIN 25201"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,122,,,"RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 8,7x13,5"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,122,,,"RONDELLA DI BLOCCAGGIO A CUNEO FASCIA LARGA 8,7x16,6 DIN 25201",RONDELLA DI BLOCCAGGIO A CUNEO FASCIA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,124,720/574,TSA016105P0002,CONNETTORE A.T. 3 POLI MASCHIO (VANSYSTEM COD. CP030616-3-06P),CONNETTORE A.T. 3 POLI MASCHIO (VAN-
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,124,,EC03P023184B02,CONNETTORE A.T. 3 POLI MASCHIO (VANSYSTEM COD. CP030616-3-06P M057),CONNETTORE A.T. 3 POLI MASCHIO (VAN-
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,124,,EC04N000185B10,GUAINA RESISTENTE AL FUOCO Ø22 (RELATS COD. VSCTFRT220),GUAINA RESISTENTE AL FUOCO Ø22 (RELATS
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,124,,,FASCETTA DI PLASTICA (HELLERMANN TYTON COD. T120R-TZ),FASCETTA DI PLASTICA (HELLERMANN TYTON
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,126,,,RONDELLA ELASTICA CONICA ZIGRINATA ''CONTACT'' M10 NF E 25-511,RONDELLA ELASTICA CONICA ZIGRINATA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,130,,,"RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 21,4x30,7"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,130,,,RONDELLA ELASTICA CONICA ZIGRINATA ''CONTACT'' M12 NF E 25-511,RONDELLA ELASTICA CONICA ZIGRINATA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,130,,,RONDELLA ELASTICA CONICA ZIGRINATA ''CONTACT'' M10 NF E 25-511,RONDELLA ELASTICA CONICA ZIGRINATA
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,130,,,"RONDELLA DI BLOCCAGGIO A CUNEO 10,7x16,6 DIN 25201","RONDELLA DI BLOCCAGGIO A CUNEO 10,7x16,6"
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,130,,EC04N000185B13,GUAINA RESISTENTE AL FUOCO Ø35 (RELATS COD. VSCTFRT350),GUAINA RESISTENTE AL FUOCO Ø35 (RELATS
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,134,,,11000005285),
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,136,,,11000005283),
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,140,,,,DIS. BT2-8700 AE)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,142,,,,DIS. BT2-8700 AE)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,144,,,,DIS. PAN-TAP-066-043-056-004)
desc_diff,HTR412-HTR312-CPR-2.05.1281_Carrelli motore e portante (ed. 06-2025)-compressed.pdf,144,,,"RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5 25201","RONDELLA DI BLOCCAGGIO A CUNEO 13x19,5"
